date_evenement;categorie_evenement;type_evenement;pole;service;lieu;fonction_declarant;gravite_cloture
16/11/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Sécurité incendie;Autre lieu commun;Personnel administratif;Modérée
12/12/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Urologie;Poste de soins;Cadre de santé-cadre administratif;Majeure
14/12/2009;C - Vie hospitalière;Incidents liés aux chantiers;B;Explorations fonctionnelles-physiologie;Tout le service;Cadre de santé-cadre administratif;Majeure
14/12/2009;C - Vie hospitalière;restauration;A;Néphrologie adulte;Office alimentaire;Cadre de santé-cadre administratif;Modérée
15/12/2009;B - Organisation des soins - Relations avec le patient;transport de patient;M;ORL;Salle d'opération/salle de réveil;Médecin;Majeure
15/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);P;Pneumologie - Allergologie pédiatrique;Tout le service;Cadre de santé-cadre administratif;Majeure
12/12/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Modérée
15/12/2009;C - Vie hospitalière;panne ou perte de matériel;R;Réanimation Pédiatrique;Ascenseur;Infirmier-infirmier spécialisé-puéricultrice;Majeure
15/12/2009;A - Activités médicales et de soins;autre (à préciser);R;Réanimation Pédiatrique;;Infirmier-infirmier spécialisé-puéricultrice;Modérée
15/12/2009;A - Activités médicales et de soins;complication liée aux soins;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
16/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Restauration;Tout le service;Ouvrier-agent technique;Modérée
15/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction de la logistique et des achats;Tout le service;Ouvrier-agent technique;Majeure
16/12/2009;C - Vie hospitalière;autre (à préciser);Z;Restauration;Autre lieu professionnel;Diététicien-kiné-ergothérapeute-psychomotricien-autre rééducateur;Majeure
16/12/2009;C - Vie hospitalière;panne ou perte de matériel;M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Majeure
16/11/2009;C - Vie hospitalière;salubrité-propreté des locaux;Q;Maternité site Necker;Locaux poubelles/déchets;Cadre de santé-cadre administratif;Modérée
16/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Vestiaire;Cadre de santé-cadre administratif;Modérée
16/12/2009;B - Organisation des soins - Relations avec le patient;difficulté hospitalisation ou transfert;M;Chirurgie viscérale;Chambre;Médecin;Majeure
16/12/2009;A - Activités médicales et de soins;autre (à préciser);M;Chirurgie viscérale;Laboratoires - pharmacie;Médecin;Majeure
16/12/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Infectiologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
17/12/2009;C - Vie hospitalière;restauration;P;Hôpital de jour multidisciplinaire;Office alimentaire;Aide-soignant-ASH;Majeure
16/12/2009;D - Vigilances;matériovigilance;A;Infectiologie;Chambre;Cadre de santé-cadre administratif;Majeure
16/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);I;Radiologie adultes;Poste de soins;Cadre de santé-cadre administratif;Modérée
17/12/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Transplantation & Réanimation adultes;Poste de soins;Cadre de santé-cadre administratif;Modérée
17/12/2009;B - Organisation des soins - Relations avec le patient;difficulté hospitalisation ou transfert;P;Unité d'Immunologie et d'Hématologie pédiatriques;Sans objet ou lieu inconnu ( fugues - pertes ...);Cadre de santé-cadre administratif;Modérée
17/12/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Chirurgie viscérale;Chambre;Cadre de santé-cadre administratif;Mineure
17/12/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Autre lieu professionnel;Cadre de santé-cadre administratif;Modérée
15/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Neuro-chirurgie;Chambre;Cadre de santé-cadre administratif;Modérée
18/12/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
18/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Catastrophique
18/12/2009;C - Vie hospitalière;restauration;Z;Direction des ressources humaines;Salle à manger-salle TV - salle de jeux...;Cadre de santé-cadre administratif;Modérée
19/12/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;A;Hématologie clinique adultes;Laboratoires - pharmacie;Infirmier-infirmier spécialisé-puéricultrice;Majeure
20/12/2009;C - Vie hospitalière;panne ou perte de matériel;A;Infectiologie;Ascenseur;Infirmier-infirmier spécialisé-puéricultrice;Mineure
21/12/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Z;Brancardage;Autre lieu de soins;Aide-soignant-ASH;Mineure
21/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Urologie;Chambre;Cadre de santé-cadre administratif;Modérée
21/12/2009;B - Organisation des soins - Relations avec le patient;transport de patient;Q;Maternité site Necker;Circulation : couloir - escalier - galerie - passerelle...;Médecin;Catastrophique
21/12/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;A;Hématologie clinique adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
21/12/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Pédiatrie Générale;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
22/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Urologie;Chambre;Cadre de santé-cadre administratif;Majeure
22/12/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;Q;Cardiologie Pédiatrique;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Modérée
22/12/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Cardiologie Pédiatrique;Ascenseur;Cadre de santé-cadre administratif;Majeure
22/12/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Mineure
21/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Neuro-chirurgie;Autre lieu professionnel;Cadre de santé-cadre administratif;Modérée
21/12/2009;A - Activités médicales et de soins;complication liée aux soins;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
23/12/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Direction de la logistique et des achats;Ascenseur;Ouvrier-agent technique;Catastrophique
22/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Urologie;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
22/12/2009;C - Vie hospitalière;salubrité-propreté des locaux;A;Urologie;Autre lieu professionnel;Cadre de santé-cadre administratif;Modérée
23/12/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Archives;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Mineure
23/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Bloc CCI;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Majeure
23/12/2009;B - Organisation des soins - Relations avec le patient;transport de patient;R;CUDR;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
23/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Bloc CCI;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Majeure
24/12/2009;C - Vie hospitalière;panne ou perte de matériel;A;Ophtalmologie;Ascenseur;Cadre de santé-cadre administratif;Modérée
24/12/2009;C - Vie hospitalière;panne ou perte de matériel;Z;Brancardage;Ascenseur;Aide-soignant-ASH;Modérée
22/12/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;M;Chirurgie orthopédique pédiatrique;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Mineure
25/12/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
21/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Chirurgie cardiaque pédiatrique;Autre lieu commun;Cadre de santé-cadre administratif;Modérée
24/12/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Direction des soins;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
27/12/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Direction des soins;Chambre;Cadre de santé-cadre administratif;Modérée
29/12/2009;C - Vie hospitalière;restauration;P;Pneumologie - Allergologie pédiatrique;Office alimentaire;Aide-soignant-ASH;Modérée
28/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Maternité site Brune;Autre lieu professionnel;Cadre de santé-cadre administratif;Modérée
29/12/2009;D - Vigilances;biovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
30/12/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Maternité site Necker;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
30/12/2009;D - Vigilances;Infectiovigilance;A;Néphrologie adulte;Autre lieu de soins;Cadre de santé-cadre administratif;Majeure
29/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Maternité site Necker;Chambre;Cadre de santé-cadre administratif;Modérée
30/12/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Mineure
30/12/2009;B - Organisation des soins - Relations avec le patient;difficulté hospitalisation ou transfert;M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Mineure
30/12/2009;C - Vie hospitalière;autre (à préciser);A;Biothérapie;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Majeure
29/12/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Hématologie clinique adultes;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Majeure
20/12/2009;B - Organisation des soins - Relations avec le patient;perte ou bris de prothèse;A;Hématologie clinique adultes;Chambre;Cadre de santé-cadre administratif;Modérée
15/12/2009;C - Vie hospitalière;panne ou perte de matériel;R;Anesthésie-Réanimation;Ascenseur;Infirmier-infirmier spécialisé-puéricultrice;Majeure
4/2/2009;C - Vie hospitalière;panne ou perte de matériel;R;Réanimation Pédiatrique;Tout le service;Médecin;Mineure
19/2/2009;C - Vie hospitalière;salubrité-propreté des locaux;Z;Direction des investissements;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
30/3/2009;A - Activités médicales et de soins;autre (à préciser);B;Bactériologie-Virologie;Autre lieu de soins;Technicien-manipulateur-préparateur;Majeure
19/6/2009;C - Vie hospitalière;salubrité-propreté des locaux;B;Génétique médicale;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Majeure
25/9/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;B;Génétique médicale;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Modérée
14/1/2009;C - Vie hospitalière;magasin;B;Anatomie & cytologie pathologiques;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Catastrophique
14/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Majeure
14/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Bloc CCI;Salle d'opération/salle de réveil;Médecin;Modérée
14/1/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Insignifiante
15/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Unité d'Immunologie et d'Hématologie pédiatriques;Autre lieu professionnel;Cadre de santé-cadre administratif;Mineure
15/1/2009;D - Vigilances;Infectiovigilance;Z;Brancardage;Chambre;Cadre de santé-cadre administratif;Majeure
9/1/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Majeure
8/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;I;Radiologie adultes;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Modérée
13/1/2009;D - Vigilances;biovigilance;A;Biothérapie;Bureaux - locaux administratifs - archives;Technicien-manipulateur-préparateur;Majeure
15/1/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Chirurgie cardiaque pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Majeure
16/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des finances et de la recherche;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Modérée
16/1/2009;A - Activités médicales et de soins;complication liée aux soins;M;Chirurgie viscérale;Chambre;Cadre de santé-cadre administratif;Modérée
15/1/2009;C - Vie hospitalière;restauration;Z;Restauration;Autre lieu professionnel;Ouvrier-agent technique;Modérée
16/1/2009;A - Activités médicales et de soins;autre (à préciser);P;Pédiatrie Générale;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Majeure
17/1/2009;C - Vie hospitalière;salubrité-propreté des locaux;M;Bloc CCI;Vestiaire;Infirmier-infirmier spécialisé-puéricultrice;Modérée
18/1/2009;A - Activités médicales et de soins;complication liée aux soins;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
19/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);A;Transplantation & Réanimation adultes;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Catastrophique
18/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Hôpital de jour multidisciplinaire;Salle d'attente-hall - caisse - accueil;Cadre de santé-cadre administratif;Majeure
19/1/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;P;Neurologie- métabolisme-endocrinologie-diabétologie pédiatrique;Chambre;Diététicien-kiné-ergothérapeute-psychomotricien-autre rééducateur;Mineure
17/1/2009;A - Activités médicales et de soins;complication liée aux soins;M;Gastroentérologie & nutrition pédiatriques;Chambre;Cadre de santé-cadre administratif;Majeure
20/1/2009;C - Vie hospitalière;Incidents liés aux chantiers;Z;Services techniques;Parking - cour - jardin;Ouvrier-agent technique;Modérée
20/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Ascenseur;Cadre de santé-cadre administratif;Majeure
12/1/2009;D - Vigilances;biovigilance;A;Hématologie clinique adultes;Tout le service;Infirmier-infirmier spécialisé-puéricultrice;Majeure
17/1/2009;C - Vie hospitalière;panne ou perte de matériel;I;Radiologie pédiatrie;Ascenseur;Cadre de santé-cadre administratif;Modérée
20/1/2009;C - Vie hospitalière;linge;R;Réanimation Pédiatrique;Chambre;Cadre de santé-cadre administratif;Mineure
21/1/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Urologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
8/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;R;SAMU SMUR;Bureaux - locaux administratifs - archives;Personnel administratif;Catastrophique
19/1/2009;A - Activités médicales et de soins;autre (à préciser);Z;Services techniques;Autre lieu commun;Ingénieur-responsable des services techniques;Majeure
21/1/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;R;Anesthésie-Réanimation;Tout le service;Cadre de santé-cadre administratif;Majeure
22/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;;Cadre de santé-cadre administratif;Mineure
2/1/2009;C - Vie hospitalière;panne ou perte de matériel;R;Anesthésie-Réanimation;;Cadre de santé-cadre administratif;Majeure
3/1/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
3/1/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
4/1/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
4/1/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;M;Chirurgie viscérale;Poste de soins;Infirmier-infirmier spécialisé-puéricultrice;Modérée
5/1/2009;C - Vie hospitalière;panne ou perte de matériel;R;Anesthésie-Réanimation;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Chirurgie cardiaque pédiatrique;;Cadre de santé-cadre administratif;Modérée
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Néphrologie adulte;Tout le service;Cadre de santé-cadre administratif;Catastrophique
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;B;Histo-Embryologie-Cytogénétique;Bureaux - locaux administratifs - archives;Secrétaire-agent administratif;Majeure
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Bureaux - locaux administratifs - archives;Secrétaire-agent administratif;Majeure
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Tout le service;Cadre de santé-cadre administratif;Majeure
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Tout le service;Secrétaire-agent administratif;Majeure
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Chambre;Cadre de santé-cadre administratif;Catastrophique
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Infectiologie;Tout le service;Cadre de santé-cadre administratif;Majeure
6/1/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;Q;Cardiologie Pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Modérée
6/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Bureaux - locaux administratifs - archives;Médecin;Majeure
6/1/2009;C - Vie hospitalière;autre (à préciser);Z;Restauration;Magasin - lingerie;Ouvrier-agent technique;Majeure
6/1/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Circulation : couloir - escalier - galerie - passerelle...;Infirmier-infirmier spécialisé-puéricultrice;Mineure
7/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Bloc opératoire du pôle;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
7/1/2009;C - Vie hospitalière;panne ou perte de matériel;Q;Maternité site Brune;Salle d'opération/salle de réveil;Sage femme;Majeure
7/1/2009;C - Vie hospitalière;restauration;P;Pneumologie - Allergologie pédiatrique;Tout le service;Aide-soignant-ASH;Modérée
3/1/2009;D - Vigilances;matériovigilance;A;Néphrologie adulte;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Majeure
7/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);Z;Direction des soins;Autre lieu professionnel;Infirmier-infirmier spécialisé-puéricultrice;Majeure
6/1/2009;D - Vigilances;matériovigilance;A;Néphrologie adulte;Autre lieu de soins;Infirmier-infirmier spécialisé-puéricultrice;Majeure
7/1/2009;C - Vie hospitalière;panne ou perte de matériel;R;Anesthésie-Réanimation;Autre lieu professionnel;Cadre de santé-cadre administratif;Catastrophique
8/1/2009;C - Vie hospitalière;restauration;P;Pneumologie - Allergologie pédiatrique;Office alimentaire;Aide-soignant-ASH;Modérée
8/1/2009;D - Vigilances;matériovigilance;A;Bloc opératoire du pôle;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
8/1/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;M;Néphrologie pédiatrique;Autre lieu professionnel;Cadre de santé-cadre administratif;Majeure
8/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
7/1/2009;A - Activités médicales et de soins;circuit médicaments - dispositifs médicaux stériles;P;Hôpital de jour multidisciplinaire;Laboratoires - pharmacie;Infirmier-infirmier spécialisé-puéricultrice;Modérée
8/1/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Majeure
8/1/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Majeure
8/1/2009;A - Activités médicales et de soins;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Majeure
8/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Médecin;Majeure
9/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Bureaux - locaux administratifs - archives;Secrétaire-agent administratif;Catastrophique
5/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des investissements;Bureaux - locaux administratifs - archives;Personnel administratif;Mineure
8/1/2009;B - Organisation des soins - Relations avec le patient;difficulté hospitalisation ou transfert;P;Hôpital de jour multidisciplinaire;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Majeure
9/1/2009;A - Activités médicales et de soins;complication liée aux soins;P;Hôpital de jour multidisciplinaire;Consultations - radio - salle d'examens;Infirmier-infirmier spécialisé-puéricultrice;Majeure
9/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Direction des ressources humaines;Tout le service;Cadre de santé-cadre administratif;Mineure
6/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Bloc CCI;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Majeure
8/1/2009;A - Activités médicales et de soins;autre (à préciser);P;Unité d'Immunologie et d'Hématologie pédiatriques;Laboratoires - pharmacie;Médecin;Modérée
9/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);R;Anesthésie-Réanimation;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Modérée
9/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Bureaux - locaux administratifs - archives;Médecin;Catastrophique
9/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Néphrologie adulte;Chambre;Cadre de santé-cadre administratif;Majeure
9/1/2009;A - Activités médicales et de soins;autre (à préciser);A;Urologie;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
9/1/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;M;Neuro-chirurgie;Parking - cour - jardin;Aide-soignant-ASH;Mineure
11/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);P;Pneumologie - Allergologie pédiatrique;Locaux des services techniques;Infirmier-infirmier spécialisé-puéricultrice;Majeure
12/1/2009;C - Vie hospitalière;salubrité-propreté des locaux;Z;Direction de la logistique et des achats;Locaux poubelles/déchets;Ouvrier-agent technique;Catastrophique
12/1/2009;C - Vie hospitalière;salubrité-propreté des locaux;M;Néphrologie pédiatrique;Circulation : couloir - escalier - galerie - passerelle...;Cadre de santé-cadre administratif;Modérée
12/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Q;Chirurgie cardiaque pédiatrique;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Modérée
9/1/2009;B - Organisation des soins - Relations avec le patient;difficulté hospitalisation ou transfert;M;Gastroentérologie & nutrition pédiatriques;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Majeure
11/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Cadre de santé-cadre administratif;Modérée
12/1/2009;C - Vie hospitalière;panne ou perte de matériel;R;CUDR;;Aide-soignant-ASH;Majeure
13/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;A;Ophtalmologie;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Insignifiante
9/1/2009;A - Activités médicales et de soins;dossier médical et de soins;P;Activité pédiatrique ambulatoire;Salle d'opération/salle de réveil;Cadre de santé-cadre administratif;Catastrophique
9/1/2009;B - Organisation des soins - Relations avec le patient;risques professionnels;P;Activité pédiatrique ambulatoire;;Cadre de santé-cadre administratif;Catastrophique
13/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;ORL;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
13/1/2009;C - Vie hospitalière;panne ou perte de matériel;B;Biochimie B;Laboratoires - pharmacie;Cadre de santé-cadre administratif;Modérée
12/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Modérée
12/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Office alimentaire;Ouvrier-agent technique;Majeure
22/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Poste de soins;Cadre de santé-cadre administratif;Modérée
16/1/2009;A - Activités médicales et de soins;autre (à préciser);I;Radiologie pédiatrie;Poste de soins;Cadre de santé-cadre administratif;Majeure
22/1/2009;D - Vigilances;matériovigilance;P;Unité d'Immunologie et d'Hématologie pédiatriques;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Mineure
22/1/2009;C - Vie hospitalière;magasin;P;Pédiatrie Générale;Locaux poubelles/déchets;Cadre de santé-cadre administratif;Modérée
22/1/2009;C - Vie hospitalière;panne ou perte de matériel;A;Hématologie clinique adultes;Tout le service;Cadre de santé-cadre administratif;Majeure
22/1/2009;B - Organisation des soins - Relations avec le patient;transport de patient;P;Pédiatrie Générale;Consultations - radio - salle d'examens;Cadre de santé-cadre administratif;Majeure
22/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;P;Unité d'Immunologie et d'Hématologie pédiatriques;Bureaux - locaux administratifs - archives;Cadre de santé-cadre administratif;Modérée
22/1/2009;B - Organisation des soins - Relations avec le patient;chute de patient ou de personnel;A;Hématologie clinique adultes;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
23/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Locaux poubelles/déchets;Ouvrier-agent technique;Catastrophique
23/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Circulation : couloir - escalier - galerie - passerelle...;Ouvrier-agent technique;Majeure
24/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;M;Chirurgie orthopédique pédiatrique;Chambre;Infirmier-infirmier spécialisé-puéricultrice;Modérée
26/1/2009;B - Organisation des soins - Relations avec le patient;autre (à préciser);M;Bloc CCI;Salle d'opération/salle de réveil;Infirmier-infirmier spécialisé-puéricultrice;Modérée
26/1/2009;C - Vie hospitalière;vol ou agression ou dégradation ou sécurité incendie;Z;Sécurité incendie;Office alimentaire;Ouvrier-agent technique;Majeure
26/1/2009;C - Vie hospitalière;autre (à préciser);A;Hématologie clinique adultes;Tout le service;Cadre de santé-cadre administratif;Majeure
